src_ip,unq_dst_ip,allow,drop,frequency,pkts_sent,pkts_received,bytesin,bytesout,unq_dst_port,timestamp
187.44.158.33,3,24,8,32,101,46,8964,4218,2,2022-02-15 15:00:00
229.46.205.74,43,467,166,633,197636,342351,16718969,436453231,5,2022-02-15 15:00:00
187.44.158.33,10,45,25,70,836,1021,68350,1378801,3,2022-02-15 16:00:00
46.39.79.251,3,8,2,10,55,42,8263,18081,2,2022-02-15 16:00:00
229.46.205.74,39,388,135,523,132843,235060,12271052,297009472,4,2022-02-15 16:00:00
187.44.158.33,4,28,9,37,137,99,22615,53755,3,2022-02-15 17:00:00
229.46.205.74,35,335,113,448,160043,290140,11656210,374436189,4,2022-02-15 17:00:00
46.39.79.251,4,11,8,19,8486,10994,762361,16603606,3,2022-02-15 17:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-02-15 18:00:00
229.46.205.74,24,71,22,93,10910,16505,2725027,15997830,4,2022-02-15 18:00:00
187.44.158.33,3,27,10,37,103,62,8890,5780,2,2022-02-15 18:00:00
46.39.79.251,2,5,1,6,26,15,5307,6099,2,2022-02-16 08:00:00
229.46.205.74,36,121,43,164,5467,8415,2618262,4712780,4,2022-02-16 08:00:00
187.44.158.33,3,27,10,37,136,55,12612,4986,2,2022-02-16 08:00:00
46.39.79.251,5,12,7,19,5009,5799,450015,8751242,3,2022-02-16 09:00:00
229.46.205.74,44,881,299,1180,191821,323955,17900591,409168738,4,2022-02-16 09:00:00
187.44.158.33,3,27,9,36,116,50,10864,4516,2,2022-02-16 09:00:00
46.39.79.251,8,34,14,48,194,142,28574,79156,2,2022-02-16 10:00:00
229.46.205.74,61,1397,471,1868,192428,414411,17840048,526994382,4,2022-02-16 10:00:00
187.44.158.33,10,46,25,71,728,809,60418,1061132,3,2022-02-16 10:00:00
229.46.205.74,39,360,122,482,245491,460957,17702624,596060719,4,2022-02-16 11:00:00
46.39.79.251,5,19,2,21,340,471,112227,268919,2,2022-02-16 11:00:00
187.44.158.33,4,30,10,40,159,70,17154,10001,3,2022-02-16 11:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-16 12:00:00
187.44.158.33,3,26,7,33,107,40,9614,3658,2,2022-02-16 12:00:00
229.46.205.74,18,65,23,88,3917,5542,2208507,1641344,4,2022-02-16 12:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-16 13:00:00
187.44.158.33,3,26,10,36,127,56,11717,5076,2,2022-02-16 13:00:00
229.46.205.74,41,833,287,1120,330898,677474,26344678,868318238,4,2022-02-16 13:00:00
187.44.158.33,3,27,8,35,98,56,8288,5252,2,2022-02-16 14:00:00
46.39.79.251,3,5,1,6,22,15,3391,6131,2,2022-02-16 14:00:00
229.46.205.74,35,179,67,246,21641,46422,3036441,56290376,3,2022-02-16 14:00:00
229.46.205.74,18,76,25,101,86856,151365,11320117,182992365,4,2022-02-16 15:00:00
187.44.158.33,3,26,8,34,102,50,8801,4660,2,2022-02-16 15:00:00
46.39.79.251,2,15,0,15,157,119,19507,71179,2,2022-02-16 15:00:00
229.46.205.74,34,457,156,613,475718,1011406,45840060,1288368018,4,2022-02-16 16:00:00
187.44.158.33,3,27,11,38,131,64,12194,5898,2,2022-02-16 16:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-02-16 16:00:00
46.39.79.251,3,5,2,7,11,5,2341,402,2,2022-02-16 17:00:00
229.46.205.74,34,674,228,902,160840,304295,12759286,390325491,4,2022-02-16 17:00:00
187.44.158.33,4,29,11,40,154,110,24796,54479,3,2022-02-16 17:00:00
187.44.158.33,5,31,11,42,152,108,23913,54316,3,2022-02-16 18:00:00
229.46.205.74,21,71,26,97,3911,5476,2203093,1565527,4,2022-02-16 18:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-16 18:00:00
229.46.205.74,39,213,87,300,43857,97268,6028613,118028904,4,2022-02-17 08:00:00
46.39.79.251,3,5,1,6,34,30,4971,13349,2,2022-02-17 08:00:00
187.44.158.33,3,26,8,34,101,49,8735,4570,2,2022-02-17 08:00:00
187.44.158.33,3,25,10,35,137,53,13587,4724,2,2022-02-17 09:00:00
229.46.205.74,46,653,219,872,245065,490974,18198153,630707770,4,2022-02-17 09:00:00
46.39.79.251,3,5,1,6,22,19,5211,10996,2,2022-02-17 09:00:00
187.44.158.33,4,27,9,36,137,60,14176,15490,3,2022-02-17 10:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-17 10:00:00
229.46.205.74,74,1729,596,2325,554934,1195232,44620597,1536009785,4,2022-02-17 10:00:00
187.44.158.33,4,28,9,37,131,66,13988,9727,3,2022-02-17 11:00:00
229.46.205.74,69,1701,583,2284,267340,571468,23161926,732101507,4,2022-02-17 11:00:00
46.39.79.251,3,6,2,8,29,19,4354,7566,2,2022-02-17 11:00:00
46.39.79.251,3,8,7,15,4764,6245,397934,9428491,3,2022-02-17 12:00:00
229.46.205.74,48,255,99,354,122363,259132,8438173,335635999,4,2022-02-17 12:00:00
187.44.158.33,4,26,7,33,135,79,23134,51535,3,2022-02-17 12:00:00
229.46.205.74,26,97,35,132,4542,4449,349660,499343,5,2022-02-17 13:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-17 13:00:00
187.44.158.33,3,26,9,35,105,57,9406,5434,2,2022-02-17 13:00:00
46.39.79.251,2,4,0,4,20,15,2604,7298,2,2022-02-17 14:00:00
229.46.205.74,47,402,143,545,264772,551745,18486860,715218199,4,2022-02-17 14:00:00
187.44.158.33,4,28,9,37,126,55,11074,5130,3,2022-02-17 14:00:00
187.44.158.33,3,26,9,35,125,52,11798,4778,2,2022-02-17 15:00:00
229.46.205.74,37,358,118,476,359451,725116,24386236,941551357,4,2022-02-17 15:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-17 15:00:00
229.46.205.74,34,160,55,215,39769,134620,3018265,174287478,4,2022-02-17 16:00:00
46.39.79.251,2,14,0,14,134,113,17218,63002,2,2022-02-17 16:00:00
187.44.158.33,3,26,10,36,115,62,10094,5780,2,2022-02-17 16:00:00
187.44.158.33,3,26,8,34,92,50,8235,4660,2,2022-02-17 17:00:00
46.39.79.251,3,7,2,9,40,30,6528,11047,2,2022-02-17 17:00:00
229.46.205.74,41,629,213,842,133225,463415,12065358,594857977,4,2022-02-17 17:00:00
187.44.158.33,3,25,9,34,122,49,11529,4426,2,2022-02-17 18:00:00
229.46.205.74,28,177,58,235,51168,203696,3818195,263664207,4,2022-02-17 18:00:00
46.39.79.251,3,6,1,7,42,30,5553,13361,2,2022-02-17 18:00:00
46.39.79.251,7,32,10,42,9295,11199,2219400,15891502,4,2022-02-18 08:00:00
187.44.158.33,5,39,12,51,132,85,12143,8567,3,2022-02-18 08:00:00
229.46.205.74,44,854,293,1147,200863,433542,17298357,553046148,3,2022-02-18 08:00:00
187.44.158.33,5,32,11,43,109,73,10084,7140,3,2022-02-18 09:00:00
229.46.205.74,131,2026,687,2713,287524,613085,24874289,782700356,4,2022-02-18 09:00:00
46.39.79.251,4,7,1,8,193,124,209143,30671,3,2022-02-18 09:00:00
46.39.79.251,2,3,0,3,6,4,894,312,2,2022-02-18 10:00:00
229.46.205.74,77,2015,713,2728,217137,414086,21295008,521748506,4,2022-02-18 10:00:00
187.44.158.33,4,24,11,35,111,75,9979,6850,2,2022-02-18 10:00:00
187.44.158.33,5,27,13,40,150,92,15708,12229,3,2022-02-18 11:00:00
229.46.205.74,83,2042,701,2743,136674,316522,15456147,393397477,4,2022-02-18 11:00:00
46.39.79.251,3,7,2,9,39,29,6462,10983,2,2022-02-18 11:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-02-18 12:00:00
187.44.158.33,4,26,11,37,106,68,9238,6340,2,2022-02-18 12:00:00
229.46.205.74,43,306,91,397,88310,160962,6213171,174712571,5,2022-02-18 12:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-18 13:00:00
187.44.158.33,4,26,11,37,119,65,11156,5988,2,2022-02-18 13:00:00
229.46.205.74,28,135,46,181,2566,2702,349207,424436,5,2022-02-18 13:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-02-18 14:00:00
229.46.205.74,49,307,106,413,178292,301210,13695903,389257735,4,2022-02-18 14:00:00
187.44.158.33,4,26,10,36,102,66,8804,6202,2,2022-02-18 14:00:00
187.44.158.33,5,29,11,40,143,105,23800,54154,3,2022-02-18 15:00:00
229.46.205.74,27,154,48,202,3596,4126,614210,935859,5,2022-02-18 15:00:00
46.39.79.251,2,4,0,4,19,15,2538,7298,2,2022-02-18 15:00:00
187.44.158.33,4,26,12,38,125,74,11402,6900,2,2022-02-18 16:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-02-18 16:00:00
229.46.205.74,26,120,37,157,3380,3094,344086,383752,4,2022-02-18 16:00:00
229.46.205.74,42,243,84,327,57991,196990,4526176,253903418,4,2022-02-18 17:00:00
187.44.158.33,4,27,12,39,128,71,11806,6548,2,2022-02-18 17:00:00
46.39.79.251,3,5,2,7,11,5,2341,402,2,2022-02-18 17:00:00
187.44.158.33,4,27,12,39,120,71,11206,6548,2,2022-02-18 18:00:00
229.46.205.74,26,120,39,159,783,689,172844,195532,4,2022-02-18 18:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-02-18 18:00:00
229.46.205.74,33,145,68,213,3798,6161,401525,7266033,4,2022-02-21 08:00:00
46.39.79.251,3,16,1,17,138,108,18133,62568,2,2022-02-21 08:00:00
187.44.158.33,4,26,12,38,103,74,9126,6900,2,2022-02-21 08:00:00
229.46.205.74,58,1354,472,1826,153609,276534,16882589,344409451,5,2022-02-21 09:00:00
187.44.158.33,4,22,9,31,84,56,7358,5220,2,2022-02-21 09:00:00
46.39.79.251,4,7,1,8,500,292,660625,42065,3,2022-02-21 09:00:00
187.44.158.33,4,25,11,36,108,70,9706,6620,2,2022-02-21 10:00:00
229.46.205.74,247,3654,1353,5007,293617,528872,31781094,555034211,5,2022-02-21 10:00:00
46.39.79.251,2,3,0,3,21,16,2677,7328,2,2022-02-21 10:00:00
229.46.205.74,86,2033,708,2741,187752,337122,20182469,393781603,6,2022-02-21 11:00:00
187.44.158.33,6,28,13,41,151,100,17283,22901,3,2022-02-21 11:00:00
46.39.79.251,3,4,2,6,10,4,2251,312,2,2022-02-21 11:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-21 12:00:00
187.44.158.33,4,27,11,38,112,69,10109,6430,2,2022-02-21 12:00:00
229.46.205.74,114,2604,914,3518,23815,29701,5698478,18573034,6,2022-02-21 12:00:00
229.46.205.74,70,620,235,855,11047,15538,4493805,7877212,4,2022-02-21 13:00:00
187.44.158.33,4,25,12,37,114,73,10240,6810,2,2022-02-21 13:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-21 13:00:00
46.39.79.251,2,3,0,3,19,14,2514,7208,2,2022-02-21 14:00:00
229.46.205.74,105,997,379,1376,49095,100726,5010621,48529137,5,2022-02-21 14:00:00
187.44.158.33,5,27,10,37,136,103,22784,54017,3,2022-02-21 14:00:00
187.44.158.33,4,26,12,38,105,75,9606,6966,2,2022-02-21 15:00:00
229.46.205.74,116,1373,505,1878,41983,103445,7520581,34327943,5,2022-02-21 15:00:00
46.39.79.251,2,5,0,5,24,21,2967,10602,2,2022-02-21 15:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-21 16:00:00
187.44.158.33,4,26,11,37,112,68,10385,6340,2,2022-02-21 16:00:00
229.46.205.74,31,131,47,178,14229,30278,1713264,14159062,5,2022-02-21 16:00:00
229.46.205.74,31,853,286,1139,35035,84801,6516644,23554424,5,2022-02-21 17:00:00
187.44.158.33,4,25,10,35,95,61,8274,5690,2,2022-02-21 17:00:00
46.39.79.251,3,7,2,9,39,29,6422,10982,2,2022-02-21 17:00:00
229.46.205.74,28,1209,403,1612,10060,8718,3732677,2730693,4,2022-02-21 18:00:00
46.39.79.251,2,3,0,3,22,16,2743,7328,2,2022-02-21 18:00:00
187.44.158.33,11,45,27,72,2926,5427,243302,8036941,3,2022-02-21 18:00:00
187.44.158.33,15,59,34,93,33973,73482,2957305,110982431,3,2022-02-22 08:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-22 08:00:00
229.46.205.74,38,1204,397,1601,9823,8458,3667718,2509247,4,2022-02-22 08:00:00
46.39.79.251,3,6,1,7,37,32,6995,18107,2,2022-02-22 09:00:00
187.44.158.33,4,26,11,37,117,68,10447,6340,2,2022-02-22 09:00:00
229.46.205.74,42,1240,411,1651,10167,8838,3769519,2696765,4,2022-02-22 09:00:00
229.46.205.74,167,2661,1006,3667,281023,879558,22904529,272032155,5,2022-02-22 10:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-22 10:00:00
187.44.158.33,4,24,11,35,103,68,9245,6340,2,2022-02-22 10:00:00
46.39.79.251,3,4,2,6,10,4,2251,312,2,2022-02-22 11:00:00
187.44.158.33,5,28,12,40,136,86,15151,11675,3,2022-02-22 11:00:00
229.46.205.74,180,5238,2000,7238,150710,370325,23719274,426584189,5,2022-02-22 11:00:00
187.44.158.33,4,27,10,37,98,65,8619,6138,2,2022-02-22 12:00:00
229.46.205.74,35,126,43,169,16072,19296,5346781,3323795,5,2022-02-22 12:00:00
46.39.79.251,3,6,0,6,51,41,6954,17998,2,2022-02-22 12:00:00
187.44.158.33,4,26,9,35,99,56,8950,5220,2,2022-02-22 13:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-22 13:00:00
229.46.205.74,58,1039,371,1410,490175,1086422,44820339,1366774118,5,2022-02-22 13:00:00
187.44.158.33,7,39,12,51,131,93,12564,19253,5,2022-02-22 14:00:00
229.46.205.74,72,1669,571,2240,360172,753404,30217947,954479647,5,2022-02-22 14:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-22 14:00:00
187.44.158.33,6,39,12,51,155,105,16152,12696,4,2022-02-22 15:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-02-22 15:00:00
229.46.205.74,34,393,130,523,180060,355576,12824245,430887242,5,2022-02-22 15:00:00
187.44.158.33,7,53,11,64,179,130,26741,57759,4,2022-02-22 16:00:00
46.39.79.251,2,16,0,16,145,102,18745,68309,2,2022-02-22 16:00:00
229.46.205.74,32,150,49,199,35237,78498,4737676,80447511,4,2022-02-22 16:00:00
187.44.158.33,5,41,11,52,126,83,11203,8570,3,2022-02-22 17:00:00
229.46.205.74,55,848,284,1132,211076,451479,18332318,462424063,5,2022-02-22 17:00:00
46.39.79.251,3,6,2,8,29,19,4354,7566,2,2022-02-22 17:00:00
229.46.205.74,24,69,23,92,3853,5257,2176232,1524325,4,2022-02-22 18:00:00
187.44.158.33,5,42,10,52,119,79,10409,8160,3,2022-02-22 18:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-22 18:00:00
187.44.158.33,5,39,12,51,135,86,12677,8799,3,2022-02-23 08:00:00
229.46.205.74,26,177,59,236,224275,618224,15131624,221878676,5,2022-02-23 08:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-02-23 08:00:00
46.39.79.251,3,6,1,7,37,31,6995,18038,2,2022-02-23 09:00:00
187.44.158.33,6,42,13,55,171,131,25848,57592,4,2022-02-23 09:00:00
229.46.205.74,51,927,325,1252,380429,742758,29421759,954086818,4,2022-02-23 09:00:00
187.44.158.33,12,77,23,100,729,838,59204,1061345,4,2022-02-23 10:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-23 10:00:00
229.46.205.74,51,1067,357,1424,149415,301241,13306633,381832344,4,2022-02-23 10:00:00
46.39.79.251,3,5,2,7,11,5,2341,402,2,2022-02-23 11:00:00
229.46.205.74,50,567,195,762,328397,636786,22965270,805763618,5,2022-02-23 11:00:00
187.44.158.33,6,47,11,58,150,104,15650,14505,4,2022-02-23 11:00:00
187.44.158.33,6,44,12,56,163,129,25206,57491,4,2022-02-23 12:00:00
229.46.205.74,38,266,78,344,4745,9488,696504,4161851,7,2022-02-23 12:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-02-23 12:00:00
229.46.205.74,25,70,25,95,23599,40524,1515821,34226037,5,2022-02-23 13:00:00
187.44.158.33,5,39,11,50,130,81,11650,8287,3,2022-02-23 13:00:00
46.39.79.251,2,4,0,4,20,15,2604,7298,2,2022-02-23 13:00:00
229.46.205.74,52,717,257,974,319900,672993,23227803,867755389,5,2022-02-23 14:00:00
46.39.79.251,2,4,0,4,23,19,2833,7579,2,2022-02-23 14:00:00
187.44.158.33,6,44,12,56,145,96,14138,14490,4,2022-02-23 14:00:00
46.39.79.251,4,21,1,22,401,295,284494,106518,3,2022-02-23 15:00:00
229.46.205.74,88,1037,391,1428,310828,648627,25288953,815672800,6,2022-02-23 15:00:00
187.44.158.33,5,37,11,48,121,81,11174,8158,3,2022-02-23 15:00:00
229.46.205.74,32,193,63,256,160407,329342,12590729,422374636,4,2022-02-23 16:00:00
187.44.158.33,5,36,12,48,118,83,10567,8329,3,2022-02-23 16:00:00
46.39.79.251,2,3,0,3,19,14,2514,7208,2,2022-02-23 16:00:00
46.39.79.251,3,6,2,8,29,19,4354,7566,2,2022-02-23 17:00:00
229.46.205.74,39,493,166,659,450650,1179340,32127949,1528701800,4,2022-02-23 17:00:00
187.44.158.33,5,43,11,54,130,86,11477,8958,3,2022-02-23 17:00:00
229.46.205.74,18,58,20,78,3850,5392,2192087,1511022,4,2022-02-23 18:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-23 18:00:00
187.44.158.33,5,37,12,49,123,85,10868,8567,3,2022-02-23 18:00:00
46.39.79.251,3,6,1,7,26,17,3673,6239,2,2022-02-24 08:00:00
187.44.158.33,4,26,11,37,116,64,10373,5898,2,2022-02-24 08:00:00
229.46.205.74,20,59,20,79,3796,5368,2183887,1513933,3,2022-02-24 08:00:00
187.44.158.33,4,26,12,38,104,74,9200,6876,2,2022-02-24 09:00:00
46.39.79.251,3,7,1,8,38,31,7085,18058,2,2022-02-24 09:00:00
229.46.205.74,60,754,288,1042,153202,293943,17059958,360633474,5,2022-02-24 09:00:00
187.44.158.33,4,26,12,38,103,74,9229,6900,2,2022-02-24 10:00:00
229.46.205.74,66,1558,551,2109,635949,1523081,51290994,1933751315,5,2022-02-24 10:00:00
46.39.79.251,2,4,0,4,23,18,2833,7484,2,2022-02-24 10:00:00
46.39.79.251,3,7,2,9,36,28,6198,8071,2,2022-02-24 11:00:00
187.44.158.33,6,32,13,45,151,102,16598,17850,3,2022-02-24 11:00:00
229.46.205.74,51,1907,675,2582,795822,1882782,60124022,2416767250,5,2022-02-24 11:00:00
229.46.205.74,77,1238,422,1660,72372,153172,8613431,164832948,5,2022-02-24 12:00:00
46.39.79.251,2,15,0,15,141,105,18489,70070,2,2022-02-24 12:00:00
187.44.158.33,4,26,11,37,107,68,9549,6340,2,2022-02-24 12:00:00
229.46.205.74,16,177,78,255,18023,35014,3229186,13503074,4,2022-02-24 13:00:00
187.44.158.33,4,26,10,36,102,62,8808,5780,2,2022-02-24 13:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-24 13:00:00
229.46.205.74,29,247,107,354,15663,29155,3166988,10570691,5,2022-02-24 14:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-02-24 14:00:00
187.44.158.33,4,26,11,37,122,65,11212,5988,2,2022-02-24 14:00:00
229.46.205.74,21,255,104,359,25573,39072,2721134,12102608,5,2022-02-24 15:00:00
46.39.79.251,3,18,1,19,169,119,25899,74594,2,2022-02-24 15:00:00
187.44.158.33,4,25,12,37,119,75,10318,6958,2,2022-02-24 15:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-02-24 16:00:00
229.46.205.74,39,668,238,906,142623,403702,13977287,504710153,5,2022-02-24 16:00:00
187.44.158.33,4,26,11,37,106,68,9396,6340,2,2022-02-24 16:00:00
187.44.158.33,5,28,12,40,151,116,25302,56723,3,2022-02-24 17:00:00
229.46.205.74,165,3639,1396,5035,69630,105393,11780504,99486370,5,2022-02-24 17:00:00
46.39.79.251,3,8,2,10,39,28,6406,10916,2,2022-02-24 17:00:00
187.44.158.33,4,26,12,38,111,74,10121,6900,2,2022-02-24 18:00:00
229.46.205.74,22,63,23,86,11168,21526,2576439,11161571,4,2022-02-24 18:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-02-24 18:00:00
187.44.158.33,4,27,12,39,136,68,12943,6196,2,2022-02-25 08:00:00
229.46.205.74,85,1607,572,2179,26592,54095,5860504,58552034,4,2022-02-25 08:00:00
46.39.79.251,3,18,1,19,171,134,23744,79434,2,2022-02-25 08:00:00
187.44.158.33,6,30,13,43,171,124,27247,63602,3,2022-02-25 09:00:00
46.39.79.251,3,5,1,6,22,19,5211,10992,2,2022-02-25 09:00:00
229.46.205.74,66,2063,692,2755,205108,423452,22449904,528840154,4,2022-02-25 09:00:00
229.46.205.74,396,6668,2563,9231,399342,813533,41857870,900463778,5,2022-02-25 10:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-02-25 10:00:00
187.44.158.33,4,26,12,38,116,74,10167,6900,2,2022-02-25 10:00:00
46.39.79.251,3,6,2,8,37,27,6226,10828,2,2022-02-25 11:00:00
187.44.158.33,5,28,13,41,141,94,14982,12361,3,2022-02-25 11:00:00
229.46.205.74,116,3815,1378,5193,227266,475497,26591760,577148227,5,2022-02-25 11:00:00
229.46.205.74,39,342,108,450,241184,455334,22744587,551645721,5,2022-02-25 12:00:00
187.44.158.33,5,28,13,41,169,123,26247,64462,3,2022-02-25 12:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-25 12:00:00
187.44.158.33,5,29,13,42,136,83,13869,12425,3,2022-02-25 13:00:00
46.39.79.251,3,5,1,6,21,17,3333,6263,2,2022-02-25 13:00:00
229.46.205.74,27,195,58,253,52077,94381,8832051,100152228,5,2022-02-25 13:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-25 14:00:00
187.44.158.33,4,26,11,37,108,68,9528,6340,2,2022-02-25 14:00:00
229.46.205.74,108,1017,357,1374,474577,1020307,42611269,1251870523,5,2022-02-25 14:00:00
187.44.158.33,4,25,10,35,107,59,9652,5398,2,2022-02-25 15:00:00
46.39.79.251,2,14,0,14,136,111,17350,62891,2,2022-02-25 15:00:00
229.46.205.74,53,845,291,1136,260107,565422,20824545,717803309,5,2022-02-25 15:00:00
187.44.158.33,4,25,12,37,116,79,10238,7660,2,2022-02-25 16:00:00
229.46.205.74,33,237,74,311,51599,97072,3981598,109868612,5,2022-02-25 16:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-25 16:00:00
229.46.205.74,50,1234,416,1650,517853,991662,38149950,1268538247,5,2022-02-25 17:00:00
187.44.158.33,4,26,9,35,94,56,8098,5220,2,2022-02-25 17:00:00
46.39.79.251,3,7,2,9,30,21,4444,7751,2,2022-02-25 17:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-25 18:00:00
187.44.158.33,4,27,12,39,126,74,10836,6900,2,2022-02-25 18:00:00
229.46.205.74,28,100,34,134,30683,64184,3898326,31065246,4,2022-02-25 18:00:00
187.44.158.33,4,25,12,37,117,73,10612,6810,2,2022-02-28 08:00:00
229.46.205.74,28,210,62,272,6740,12215,560701,8547910,7,2022-02-28 08:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-28 08:00:00
229.46.205.74,45,751,341,1092,160528,324683,14728270,412471244,6,2022-02-28 09:00:00
46.39.79.251,3,4,1,5,21,17,5121,10837,2,2022-02-28 09:00:00
187.44.158.33,4,23,9,32,91,53,8271,4868,2,2022-02-28 09:00:00
187.44.158.33,4,20,8,28,95,60,8322,5362,2,2022-02-28 10:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-28 10:00:00
229.46.205.74,104,1731,658,2389,476632,1035896,39579640,1251450688,5,2022-02-28 10:00:00
229.46.205.74,146,5330,1968,7298,276588,590518,29946755,725720714,4,2022-02-28 11:00:00
187.44.158.33,5,27,12,39,129,86,13641,11669,3,2022-02-28 11:00:00
46.39.79.251,3,6,2,8,38,32,6424,11180,2,2022-02-28 11:00:00
187.44.158.33,4,26,11,37,110,68,9763,6340,2,2022-02-28 12:00:00
229.46.205.74,151,2735,993,3728,467360,949591,36896376,1213459941,4,2022-02-28 12:00:00
46.39.79.251,2,4,0,4,23,18,2845,7484,2,2022-02-28 12:00:00
187.44.158.33,4,26,12,38,131,76,12004,7048,2,2022-02-28 13:00:00
229.46.205.74,55,418,132,550,3772,4611,653798,2298338,6,2022-02-28 13:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-28 13:00:00
187.44.158.33,4,27,10,37,105,62,9109,5780,2,2022-02-28 14:00:00
229.46.205.74,83,773,291,1064,20647,38652,2823141,42781042,5,2022-02-28 14:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-02-28 14:00:00
187.44.158.33,4,25,11,36,111,68,9995,6316,2,2022-02-28 15:00:00
229.46.205.74,115,3115,1118,4233,840916,1812016,65919786,2277008696,5,2022-02-28 15:00:00
46.39.79.251,3,16,1,17,147,114,21407,75917,2,2022-02-28 15:00:00
187.44.158.33,4,26,11,37,97,68,8580,6340,2,2022-02-28 16:00:00
229.46.205.74,96,1634,620,2254,267698,529421,25952454,644501146,5,2022-02-28 16:00:00
46.39.79.251,3,6,0,6,11,3,1264,254,2,2022-02-28 16:00:00
46.39.79.251,3,7,2,9,39,29,6462,10983,2,2022-02-28 17:00:00
229.46.205.74,39,609,203,812,534730,1088537,41423164,1348605931,5,2022-02-28 17:00:00
187.44.158.33,5,28,12,40,153,111,24479,54893,3,2022-02-28 17:00:00
187.44.158.33,4,26,10,36,107,59,9676,5428,2,2022-02-28 18:00:00
46.39.79.251,2,4,0,4,20,15,2604,7298,2,2022-02-28 18:00:00
229.46.205.74,23,73,22,95,4007,5366,2284115,1550098,4,2022-02-28 18:00:00
46.39.79.251,2,3,0,3,22,16,2743,7328,2,2022-03-01 08:00:00
229.46.205.74,26,1170,390,1560,12930,13836,3924812,9497056,3,2022-03-01 08:00:00
187.44.158.33,4,25,12,37,114,73,10382,6810,2,2022-03-01 08:00:00
46.39.79.251,4,18,2,20,147,108,22008,72296,2,2022-03-01 09:00:00
229.46.205.74,62,2027,696,2723,731226,1803498,56923149,2043752108,5,2022-03-01 09:00:00
187.44.158.33,5,28,13,41,152,124,24037,56273,3,2022-03-01 09:00:00
187.44.158.33,4,26,12,38,101,74,8994,6900,2,2022-03-01 10:00:00
46.39.79.251,3,4,0,4,21,21,4490,10339,2,2022-03-01 10:00:00
229.46.205.74,56,1596,535,2131,400018,1114249,34488440,1428656257,5,2022-03-01 10:00:00
46.39.79.251,4,11,10,21,6983,10335,584934,15611317,3,2022-03-01 11:00:00
229.46.205.74,35,1372,461,1833,165992,405744,19294950,509167510,4,2022-03-01 11:00:00
187.44.158.33,5,28,11,39,145,82,15418,11265,3,2022-03-01 11:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-03-01 12:00:00
229.46.205.74,23,71,21,92,5639,7571,3410001,1942315,3,2022-03-01 12:00:00
187.44.158.33,4,25,12,37,113,70,10577,6458,2,2022-03-01 12:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-03-01 13:00:00
229.46.205.74,35,392,138,530,532685,1027021,46135658,1318193095,4,2022-03-01 13:00:00
187.44.158.33,5,28,12,40,152,111,24429,54889,3,2022-03-01 13:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-03-01 14:00:00
